workclass,education,marital_status,occupation,relationship,race,gender,native_country,age,fnlwgt,educational_num,capital_gain,capital_loss,hours_per_week
3,15,2,2,0,4,1,38,55,172666,10,0,0,40
3,9,2,3,0,4,1,38,32,173730,13,7688,0,40
1,12,2,9,0,2,1,38,45,153312,14,0,0,10
3,11,2,3,0,4,1,38,47,303637,9,0,0,49
6,12,2,9,5,4,0,38,40,199381,14,15024,0,37
5,9,2,9,5,4,0,38,32,56328,13,0,0,8
3,9,2,3,0,4,1,38,46,128796,13,0,0,44
3,15,2,0,0,4,1,38,52,190333,10,0,0,40
7,11,2,14,5,4,0,38,27,180553,9,0,0,40
3,9,2,9,0,4,1,38,33,255334,13,0,0,25
4,9,2,11,0,4,1,39,46,328216,13,0,1902,42
6,11,2,13,0,4,1,38,43,41834,9,0,0,38
3,11,2,11,0,4,1,38,40,96129,9,0,0,72
3,11,2,3,5,4,0,1,33,101345,9,0,0,42
4,12,2,11,0,4,1,38,40,64885,14,0,0,70
1,12,2,9,0,4,1,38,58,147428,14,0,0,40
3,7,2,12,0,4,1,38,28,405793,12,0,0,45
5,15,2,0,5,4,0,38,47,119199,10,0,0,35
3,10,3,7,1,4,1,39,42,46221,16,27828,0,60
3,9,4,3,1,4,0,38,56,174533,13,0,0,45
3,11,2,3,0,4,1,38,65,155261,9,0,0,40
7,9,2,14,0,4,1,38,48,184513,13,0,0,80
1,12,0,9,1,2,0,38,53,233734,14,0,0,40
6,12,2,9,0,4,1,38,45,35969,14,0,0,60
1,12,4,12,1,2,0,38,43,209899,14,8614,0,47
3,9,4,2,1,4,1,38,22,100345,13,13550,0,55
3,9,2,9,0,4,1,38,37,343721,13,0,0,40
3,9,2,11,0,4,1,38,55,282023,13,15024,0,50
3,15,0,9,1,4,1,38,49,353824,10,0,0,45
3,12,2,3,0,4,1,38,43,220776,14,0,0,35
3,9,2,3,0,4,1,38,42,154374,13,0,2415,60
3,9,2,3,0,4,1,38,46,330087,13,0,0,55
3,9,2,5,0,2,1,13,43,252519,13,0,0,40
3,11,2,3,0,4,1,38,39,43712,9,7298,0,40
3,7,2,3,0,4,1,38,44,120057,12,4386,0,45
1,15,2,0,0,4,1,1,37,365430,10,0,0,40
3,14,2,9,0,4,1,38,35,186845,15,0,0,45
6,9,4,0,1,4,0,38,37,191841,13,8614,0,40
5,14,2,9,0,4,1,38,49,355978,15,99999,0,35
5,9,2,2,0,4,1,38,70,155141,13,0,2377,12
6,9,2,0,0,4,1,38,58,198145,13,0,0,35
3,15,2,11,0,4,1,38,51,98791,10,0,0,40
6,2,4,3,1,4,1,38,22,186634,8,0,0,50
3,9,2,11,5,4,0,38,26,247455,13,5178,0,42
3,9,2,9,0,4,1,38,24,359828,13,0,0,44
3,9,2,3,5,4,0,38,24,585203,13,7688,0,45
5,14,2,9,0,4,1,38,49,163352,15,0,0,85
3,7,2,12,0,4,1,38,52,162576,12,0,0,40
4,9,2,3,0,4,1,38,48,254291,13,7298,0,50
3,15,2,0,5,4,0,38,62,159908,10,0,0,38
3,9,4,3,1,4,1,38,35,117381,13,8614,0,45
3,15,2,3,0,4,1,38,61,539563,10,0,0,45
3,11,2,5,0,2,1,38,27,275110,9,0,0,80
3,14,2,9,0,4,1,38,44,307468,15,0,0,29
3,12,4,3,1,4,0,38,38,255941,14,10520,0,50
1,7,0,10,1,4,0,38,44,107845,12,0,0,56
3,11,2,13,0,4,1,38,30,235124,9,99999,0,40
1,11,2,10,0,4,1,38,37,218490,9,7688,0,35
5,14,2,9,0,4,1,38,44,264740,15,0,0,40
3,9,2,3,0,4,1,38,34,189759,13,0,1977,45
3,9,2,9,0,4,1,38,57,298507,13,3103,0,40
3,11,5,0,1,4,1,38,34,344073,9,0,0,40
3,15,2,11,0,4,1,38,61,40269,10,0,0,40
0,8,2,2,0,1,1,38,49,105586,11,0,0,40
4,4,2,2,0,4,1,39,45,155664,3,0,0,40
3,9,2,9,0,4,1,38,36,111128,13,0,0,48
3,15,2,3,0,4,1,38,49,28334,10,0,0,45
3,15,2,3,0,4,1,39,52,84278,10,7688,0,55
3,15,2,3,0,4,1,38,36,188069,10,0,0,50
1,12,2,9,5,4,0,38,44,83286,14,0,0,40
3,12,2,3,0,4,1,38,45,188950,14,0,0,50
5,14,2,9,0,4,1,38,40,123306,15,0,0,45
3,10,4,9,1,4,1,38,34,347166,16,0,0,50
1,7,2,9,0,4,1,1,37,251396,12,0,0,45
3,8,2,11,5,4,0,38,25,57635,11,0,0,42
3,12,0,3,1,4,0,38,63,28334,14,0,0,40
3,9,2,0,0,4,1,19,33,181091,13,0,0,60
1,12,2,9,5,4,0,38,51,117496,14,0,0,40
6,10,2,9,0,4,1,3,64,216160,16,0,0,50
3,11,2,5,5,4,0,25,29,197932,9,0,0,40
4,9,2,11,0,4,1,38,46,276934,13,0,0,70
5,15,2,2,0,0,1,38,29,190636,10,0,1485,60
3,11,2,6,0,4,1,38,53,145409,9,0,0,40
3,12,2,11,5,4,0,38,32,191856,14,0,0,45
5,14,2,9,0,4,1,8,61,96073,15,0,0,50
3,15,2,11,0,1,1,38,44,68729,10,0,1902,40
3,12,2,9,0,4,1,39,61,119986,14,0,0,40
3,15,2,11,0,4,1,38,37,227545,10,0,0,44
3,9,2,3,0,4,1,38,36,32776,13,0,1977,40
0,12,0,9,1,4,1,38,63,101996,14,0,0,40
1,12,2,3,0,4,1,38,47,285060,14,0,1977,41
4,11,0,11,4,4,0,38,55,209569,9,0,0,50
3,9,0,0,1,4,0,38,58,150560,13,14084,0,40
4,12,0,3,1,4,1,38,50,176751,14,0,0,80
3,15,2,2,0,4,1,38,59,271571,10,15024,0,50
1,9,0,10,1,4,1,38,50,199995,13,0,0,40
3,11,2,3,0,4,1,38,43,295510,9,0,0,45
3,7,2,3,0,4,1,38,37,251396,12,0,0,65
3,15,2,2,0,4,1,38,49,151584,10,0,0,40
3,9,2,3,0,4,1,38,44,193882,13,0,0,40
3,9,2,3,0,4,1,38,34,242460,13,7688,0,40
3,11,2,13,0,4,1,38,37,148581,9,0,0,50
5,9,4,3,1,2,1,38,47,112200,13,10520,0,45
3,11,0,2,1,4,1,38,44,85604,9,0,0,40
3,6,2,2,0,4,1,38,51,199995,5,0,0,50
3,9,4,12,1,4,0,38,33,345277,13,0,0,45
0,14,2,9,0,1,1,18,43,325706,15,0,0,50
5,11,2,9,5,4,0,38,37,301568,9,0,0,35
3,9,2,11,0,4,1,19,63,213945,13,15024,0,40
3,9,0,7,4,4,0,38,48,171807,13,0,0,56
3,11,2,11,0,4,1,38,32,130057,9,0,0,55
5,11,0,2,1,4,1,38,48,362883,9,0,0,60
3,11,2,13,0,2,1,38,40,294708,9,0,0,40
3,9,2,9,0,4,1,38,47,332727,13,0,0,60
3,9,2,3,0,4,1,38,40,273425,13,0,0,50
1,12,0,9,4,2,0,38,43,143828,14,9562,0,40
3,15,2,11,0,4,1,38,38,80303,10,0,0,60
3,15,2,2,0,4,1,38,54,257337,10,0,0,40
4,12,5,3,1,4,1,38,49,213354,14,0,0,70
3,9,2,9,0,4,1,38,68,138714,13,0,0,55
3,11,2,11,0,4,1,38,56,231781,9,0,0,40
3,9,2,9,0,4,1,38,35,255191,13,0,0,45
3,11,0,11,1,0,1,38,28,34335,9,14084,0,40
1,6,6,5,4,4,1,38,49,102359,5,0,2231,40
4,10,2,9,0,4,1,4,33,281832,16,0,0,40
3,15,2,3,0,4,1,38,32,339773,10,0,0,40
3,11,2,13,0,4,1,38,52,204402,9,0,0,85
3,7,2,12,0,4,1,38,36,181065,12,0,0,40
3,15,2,9,0,4,1,39,38,179579,10,0,0,50
3,11,6,11,1,4,0,38,50,237729,9,0,2444,72
3,14,2,9,0,4,1,38,71,179574,15,0,0,12
3,9,2,3,0,4,1,38,57,278228,13,0,0,50
3,9,2,9,5,4,0,38,34,187215,13,15024,0,36
3,0,2,2,0,4,1,38,50,211654,6,0,0,40
7,11,2,14,0,4,1,38,61,179761,9,0,0,40
3,15,2,2,0,4,1,38,51,257485,10,0,0,40
6,10,3,9,4,4,1,38,43,261929,16,25236,0,64
3,15,2,13,0,4,1,38,41,355918,10,0,0,65
6,15,2,9,0,4,1,38,45,198660,10,0,0,40
3,9,2,3,5,4,0,38,28,421967,13,0,0,60
1,12,2,9,5,4,0,38,50,259377,14,15024,0,40
5,9,2,9,0,4,1,38,36,151322,13,0,0,45
3,11,2,4,0,4,1,38,51,37237,9,0,0,80
3,11,4,2,1,4,1,38,51,94081,9,0,0,40
4,9,2,3,0,4,1,38,51,167793,13,15024,0,40
3,9,2,3,0,4,1,38,28,138692,13,0,0,40
3,15,2,0,5,4,0,38,58,210673,10,0,0,40
3,7,2,2,0,4,1,38,59,159008,12,7298,0,20
3,9,2,3,0,4,1,38,54,98535,13,0,0,40
3,15,2,2,0,4,1,38,38,195686,10,0,0,40
3,12,2,3,0,4,1,38,36,237943,14,15024,0,50
5,11,0,11,1,4,1,38,49,105614,9,0,0,50
5,10,0,9,1,4,0,38,50,225772,16,0,0,60
3,12,2,3,0,4,1,38,60,355865,14,0,0,50
4,10,2,9,5,4,0,38,43,35662,16,0,0,70
5,15,2,4,0,4,1,38,48,164582,10,7298,0,60
3,9,4,3,1,4,1,38,56,295067,13,14084,0,45
1,7,2,10,0,1,1,16,28,336543,12,0,0,40
5,11,2,2,0,4,1,38,39,52870,9,0,0,40
3,15,2,9,0,4,1,38,59,453067,10,0,0,36
3,11,2,2,0,4,1,38,43,34007,9,0,0,40
3,15,2,2,0,4,1,38,45,255014,10,0,0,55
3,15,2,3,0,4,1,38,34,103651,10,0,0,40
4,15,2,11,0,4,1,38,55,124137,10,0,0,40
3,9,2,7,0,1,1,29,42,186376,13,0,0,72
6,9,2,10,0,4,1,38,44,244974,13,0,0,44
5,11,2,9,0,4,1,38,34,114691,9,0,0,40
5,15,2,2,0,1,1,39,52,135339,10,0,0,40
3,9,2,3,0,1,1,34,54,135803,13,15024,0,60
3,15,2,12,0,4,1,38,28,394927,10,0,0,40
3,11,2,11,0,4,1,38,37,110713,9,0,0,50
3,9,2,3,0,4,1,38,31,263561,13,0,2246,45
3,8,2,3,0,4,1,38,52,23780,11,0,1977,45
5,11,2,11,0,4,1,38,74,104001,9,0,0,40
3,3,2,4,0,4,1,25,52,177995,2,0,0,56
3,11,2,6,0,4,1,38,27,185647,9,0,0,50
4,9,2,3,0,4,1,38,47,192894,13,0,1902,45
5,14,2,9,0,0,1,38,40,284706,15,0,1977,60
0,15,2,12,0,4,1,38,63,95680,10,0,0,18
0,10,2,9,0,4,1,38,51,73670,16,4386,0,52
3,12,2,3,0,4,1,38,54,421561,14,0,0,45
3,0,2,13,0,2,1,38,59,245196,6,0,0,40
3,11,2,12,0,1,1,38,42,340234,9,15024,0,40
3,8,2,2,0,4,1,38,37,204145,11,0,0,45
3,12,3,3,1,4,1,38,46,178829,14,0,0,70
0,15,2,10,0,2,1,38,35,287658,10,0,0,40
3,11,2,0,5,4,0,38,43,209894,9,0,0,40
3,14,2,9,0,4,1,38,40,77357,15,0,0,40
5,14,0,9,4,4,1,38,48,328606,15,14084,0,63
6,9,2,9,0,4,1,38,37,348960,13,0,0,36
3,9,2,2,0,4,1,38,36,135289,13,0,0,48
7,9,2,14,0,4,1,38,61,160625,13,4386,0,15
5,4,2,2,0,4,1,38,33,249249,3,0,0,50
5,8,2,4,0,4,1,38,31,226696,11,0,0,60
3,9,0,3,1,4,1,38,44,193755,13,0,0,50
0,9,2,10,0,2,1,38,47,227244,13,0,0,50
3,11,2,2,0,4,1,38,29,160731,9,0,0,45
3,11,2,11,0,4,1,38,45,295046,9,0,0,60
5,9,2,9,0,2,1,38,33,295621,13,0,0,25
3,9,2,11,0,4,1,38,32,204567,13,99999,0,60
3,15,2,9,0,4,1,38,42,204235,10,0,0,40
3,15,5,3,1,4,0,38,49,186982,10,0,0,45
1,7,2,10,0,4,1,38,46,344172,12,0,0,49
1,11,2,10,0,4,1,38,31,243665,9,0,0,41
3,12,2,9,0,4,1,38,34,36385,14,0,0,45
5,14,4,9,1,4,1,38,47,199058,15,0,0,40
3,9,2,11,0,4,1,38,31,103435,13,0,0,50
3,11,2,6,0,1,1,39,39,137522,9,0,0,40
3,9,2,3,0,4,1,38,39,286789,13,0,0,40
3,11,2,0,5,4,0,10,48,73434,9,0,0,40
3,15,0,2,1,4,1,38,51,249644,10,0,0,48
4,9,2,9,0,4,1,38,28,204247,13,0,0,50
5,9,2,3,0,4,1,21,50,37913,13,0,0,40
4,9,2,3,0,4,1,38,24,142404,13,0,0,40
4,9,2,4,0,4,1,38,63,80572,13,0,0,40
1,9,2,5,0,4,1,38,28,180271,13,0,0,65
0,9,2,9,0,4,1,38,51,237819,13,0,0,50
5,9,3,11,3,4,1,38,48,209057,13,0,0,50
3,14,2,9,0,4,1,38,65,154171,15,20051,0,60
5,15,0,2,1,4,1,32,51,388496,10,0,0,8
3,12,2,3,0,4,1,38,49,181363,14,0,0,45
3,9,2,11,0,4,1,38,36,206951,13,0,1902,45
3,1,2,10,0,4,1,38,63,180911,7,4386,0,37
3,15,2,4,0,4,1,38,56,157749,10,0,0,60
3,12,2,3,0,4,1,38,39,204501,14,0,0,50
4,9,2,9,0,4,1,38,42,130126,13,0,1977,40
3,11,2,3,0,4,1,38,53,102828,9,0,0,35
3,11,2,9,0,4,1,38,27,285897,9,0,1848,45
1,12,2,9,0,4,1,38,48,177018,14,0,0,50
3,15,2,2,0,4,1,38,37,161141,10,0,0,40
3,11,2,3,0,4,1,38,49,165468,9,7688,0,55
5,4,2,3,0,4,1,38,56,162130,3,0,1887,67
3,9,4,3,1,4,0,38,29,135296,13,0,2258,45
3,11,2,6,0,4,1,38,45,191858,9,0,0,45
3,15,2,0,5,4,0,38,35,44780,10,7688,0,20
3,11,2,2,0,4,1,38,37,100508,9,0,0,40
3,9,4,9,1,4,0,38,26,324854,13,0,0,40
3,9,2,3,0,4,1,38,55,102058,13,0,0,50
3,9,2,3,0,4,1,38,39,167728,13,0,0,40
3,12,2,9,0,4,1,8,38,192337,14,0,0,40
3,15,2,6,0,1,1,29,47,340982,10,3103,0,40
6,9,2,9,0,4,1,38,49,102308,13,0,0,42
5,12,2,3,0,4,1,38,51,125417,14,0,0,42
3,11,2,13,0,4,1,38,33,193042,9,0,0,60
3,11,2,2,0,4,1,6,90,175491,9,9386,0,50
3,12,2,3,0,4,1,38,46,139268,14,0,0,45
3,11,2,5,0,4,1,38,46,102308,9,0,0,56
3,15,2,3,2,4,1,38,38,136137,10,0,0,50
0,9,4,0,4,2,1,38,47,55377,13,0,0,40
3,12,2,10,0,4,1,38,51,102615,14,0,1977,40
3,15,2,6,0,4,1,38,36,136629,10,0,0,40
4,9,0,11,1,4,1,38,48,148995,13,0,0,60
3,12,2,9,5,4,0,38,51,63424,14,0,0,40
3,9,2,3,0,4,1,38,43,241895,13,0,0,50
1,15,2,2,0,4,1,38,32,240979,10,0,0,60
3,14,4,9,1,1,1,18,35,98283,15,0,0,40
3,15,2,3,0,4,1,38,45,117409,10,0,0,40
0,9,2,0,0,2,1,38,60,63526,13,0,0,40
3,11,2,2,0,4,1,38,50,168539,9,0,0,40
6,8,0,12,1,4,1,38,51,68898,11,0,2444,39
3,9,2,3,0,4,1,38,53,311350,13,0,0,50
3,11,2,2,0,4,1,38,38,132879,9,7298,0,50
3,8,2,2,0,4,1,30,52,185407,11,0,0,48
4,8,2,3,0,4,1,38,48,191277,11,0,0,50
3,8,2,6,0,4,1,38,30,78980,11,0,0,40
5,11,2,3,0,4,1,38,37,241463,9,0,1848,65
3,15,2,13,0,4,1,38,32,351869,10,0,1485,45
3,9,2,3,0,4,1,38,45,235646,13,0,0,40
1,10,2,3,0,4,1,39,42,185129,16,0,0,43
1,14,2,9,0,4,1,38,41,235951,15,0,0,50
3,15,2,11,0,4,1,38,57,112840,10,0,0,50
3,14,2,9,0,1,1,18,59,122283,15,99999,0,40
3,12,2,3,0,4,1,38,40,226902,14,15024,0,50
7,9,2,14,0,4,1,38,71,35303,13,9386,0,30
0,11,2,9,0,4,1,38,53,266598,9,0,0,40
1,11,2,0,5,4,0,38,38,116608,9,0,0,35
3,9,4,9,1,4,0,38,36,353263,13,0,0,45
7,10,2,14,0,4,1,38,68,146645,16,20051,0,50
0,15,6,12,1,4,0,38,45,162410,10,0,0,45
7,12,2,14,0,4,1,38,77,143516,14,0,0,8
3,11,2,13,0,4,1,38,57,180920,9,0,0,40
3,15,2,11,0,4,1,38,36,607848,10,7688,0,45
3,9,4,11,1,4,1,38,29,293073,13,0,0,50
3,12,2,13,0,4,1,38,48,112906,14,0,0,55
3,12,2,12,0,4,1,38,55,208311,14,0,1977,20
1,15,2,3,0,4,1,38,42,121998,10,15024,0,40
3,15,2,13,0,4,1,38,37,208391,10,0,0,40
3,14,2,9,0,1,1,18,30,243190,15,0,0,20
3,15,2,3,0,4,1,38,55,185436,10,0,0,70
1,9,2,9,0,4,1,38,56,370045,13,0,0,40
1,9,2,11,0,4,1,38,45,182100,13,0,0,40
6,11,0,0,4,4,0,38,43,143939,9,0,0,50
3,12,2,9,0,4,1,38,39,230054,14,0,0,50
3,14,2,9,0,4,1,38,37,321943,15,0,0,40
3,11,2,3,0,4,1,38,41,203233,9,0,0,40
3,15,2,11,0,4,1,38,38,203836,10,0,0,50
3,9,2,3,0,4,1,38,36,187847,13,7688,0,40
4,9,2,11,0,4,1,38,46,198660,13,99999,0,72
4,11,2,2,0,4,1,38,54,146574,9,0,0,40
3,15,2,2,0,4,1,38,30,196385,10,0,0,45
3,15,2,0,5,4,0,38,40,226585,10,0,0,35
3,9,2,9,5,4,0,38,30,162442,13,7688,0,50
3,15,2,13,0,4,1,38,67,279980,10,10605,0,10
1,10,2,3,0,4,1,38,45,215862,16,7688,0,45
3,11,2,3,0,4,1,38,58,349910,9,7688,0,40
6,12,2,9,0,4,1,38,43,198965,14,0,0,40
3,15,0,9,1,4,1,38,65,242580,10,11678,0,50
3,11,0,7,1,4,1,38,29,87905,9,10520,0,40
3,9,2,3,0,4,1,38,44,173704,13,0,0,40
0,15,2,0,0,4,1,38,37,93225,10,7688,0,40
4,9,4,11,1,4,1,38,25,182750,13,0,0,45
3,8,2,12,0,4,1,38,50,158294,11,3103,0,40
3,10,2,3,0,4,1,38,35,189623,16,0,0,45
3,9,0,9,1,4,0,38,35,270572,13,0,0,40
5,8,2,12,0,4,1,38,51,159755,11,0,0,38
3,11,2,2,0,4,1,38,32,330715,9,99999,0,40
3,9,2,3,0,4,1,38,45,146857,13,0,0,38
1,15,2,10,0,4,1,38,48,195949,10,0,0,42
3,11,2,0,5,4,0,38,25,158662,9,0,0,50
3,15,2,11,0,4,1,38,38,107302,10,0,0,60
1,11,2,6,0,2,1,38,49,226871,9,0,0,40
4,15,2,2,0,4,1,38,44,104892,10,0,0,58
3,11,2,13,0,4,1,38,35,30916,9,0,0,50
3,9,0,3,1,4,1,38,51,123011,13,0,2559,50
3,11,2,2,0,4,1,38,30,206046,9,0,1848,40
3,9,2,12,5,4,0,38,44,160829,13,0,0,20
5,8,2,9,5,4,0,38,33,58702,11,3103,0,50
3,9,2,9,0,4,1,38,36,198237,13,15024,0,50
4,15,2,3,0,4,1,38,32,78530,10,15024,0,50
5,11,2,6,0,4,1,38,47,165468,9,7298,0,40
3,9,2,3,5,4,0,38,37,134367,13,0,0,37
3,11,2,2,0,4,1,38,47,199058,9,0,0,40
3,11,2,6,0,4,1,38,33,183612,9,0,0,40
3,8,0,9,4,4,0,38,40,191982,11,0,0,40
6,12,2,3,0,4,1,38,53,43952,14,15024,0,38
3,9,2,2,0,4,1,38,43,194636,13,0,0,48
3,15,2,3,0,4,1,38,58,190997,10,0,0,40
3,9,2,0,0,4,1,38,39,103456,13,0,0,45
3,15,2,2,0,4,1,38,45,187581,10,0,0,40
3,9,2,9,5,4,0,38,38,80771,13,0,0,40
5,9,0,3,4,4,1,38,31,119411,13,0,0,60
0,10,2,9,0,4,1,38,56,196307,16,0,0,40
3,11,2,2,0,4,1,38,36,175232,9,5178,0,40
3,15,4,10,1,2,0,38,21,334618,10,99999,0,40
4,10,2,9,0,4,1,38,56,205601,16,99999,0,70
3,9,6,7,1,4,0,38,52,129177,13,0,2824,20
3,7,2,0,5,4,0,38,39,203204,12,0,0,25
3,11,2,12,0,4,1,38,54,145714,9,7688,0,25
5,15,2,11,0,0,1,38,30,292472,10,0,0,55
3,11,2,11,0,4,1,38,38,111499,9,0,1977,99
1,9,2,9,0,4,1,38,60,124987,13,7298,0,40
3,15,2,9,0,4,1,38,27,234664,10,0,0,40
3,9,2,3,0,4,1,38,34,195576,13,0,0,50
3,9,4,3,1,4,0,38,28,181291,13,0,1564,50
3,15,2,3,0,4,1,38,52,139671,10,0,1977,50
3,9,2,3,0,4,1,38,37,77820,13,0,0,50
3,11,2,6,0,4,1,38,35,143058,9,0,0,60
3,15,2,2,0,4,1,10,54,139703,10,3103,0,40
3,10,2,3,0,4,1,38,52,96359,16,0,0,57
0,11,2,12,0,4,1,38,60,165630,9,0,1977,40
3,9,2,3,0,4,1,38,48,102359,13,7298,0,60
3,9,2,11,0,4,1,38,28,37359,13,0,0,60
7,14,2,14,0,4,1,38,61,232618,15,0,0,40
3,12,0,3,1,4,0,38,43,135606,14,0,0,50
7,12,2,14,0,4,1,38,55,487411,14,0,0,40
5,14,2,3,0,4,1,38,46,43348,15,15024,0,55
6,9,2,9,0,4,1,38,47,118447,13,0,0,60
1,12,6,9,4,4,1,38,58,368797,14,0,0,35
3,15,2,9,0,4,1,38,34,164190,10,0,1902,38
5,9,2,9,0,2,1,38,34,234960,13,0,1887,48
3,15,2,0,5,4,0,38,29,103628,10,0,0,40
3,0,2,13,0,4,1,38,58,430005,6,0,0,50
3,11,2,2,0,4,1,38,53,92430,9,0,0,40
1,9,2,9,0,4,1,38,36,410034,13,0,1887,40
3,9,2,3,0,4,1,38,48,237525,13,7688,0,65
3,15,2,3,0,4,1,38,35,150057,10,0,0,40
3,9,2,3,0,4,1,38,49,148549,13,0,1902,50
3,9,2,3,0,4,1,10,33,177675,13,0,0,50
3,9,2,0,0,4,1,38,31,206051,13,0,0,40
3,12,0,3,4,4,1,38,57,426263,14,0,0,40
3,15,2,9,0,4,1,38,49,102583,10,0,1848,44
3,9,2,9,0,4,1,38,40,277647,13,0,0,40
3,8,2,9,0,4,1,10,55,124808,11,0,1977,50
1,11,2,10,0,4,1,38,30,319280,9,0,0,40
3,11,2,6,0,4,1,38,42,193494,9,0,0,40
3,11,2,6,0,4,1,38,36,99146,9,0,0,45
3,12,2,3,0,4,1,38,35,92028,14,0,0,50
3,9,2,11,0,4,1,38,45,198223,13,0,1902,45
3,15,0,7,1,2,1,38,40,45687,10,4787,0,50
3,9,2,3,0,4,1,38,28,263614,13,0,0,40
4,12,2,9,0,4,1,38,52,254211,14,15024,0,60
3,15,2,6,0,4,1,38,43,185832,10,0,0,48
3,11,4,2,3,4,1,38,39,156897,9,0,2258,42
1,12,2,3,0,2,1,38,47,29819,14,0,1977,50
0,8,2,2,0,4,1,38,29,339002,11,0,0,40
3,11,2,0,5,4,0,39,31,185480,9,0,0,40
3,11,2,2,0,4,1,38,42,94600,9,5178,0,40
3,7,2,0,0,4,1,38,32,36467,12,0,0,45
3,12,2,9,0,4,1,38,29,53181,14,0,0,55
3,1,2,0,0,4,1,38,26,248990,7,0,0,40
3,11,2,12,0,4,1,38,37,117381,9,0,0,80
3,7,2,2,0,4,1,38,38,110713,12,0,0,50
3,1,2,0,0,4,1,38,44,300528,7,0,0,40
3,11,2,6,0,4,1,38,46,54985,9,0,1887,40
3,11,2,2,0,4,1,38,31,349148,9,0,0,40
3,8,2,9,0,4,1,38,32,222221,11,7298,0,42
3,11,3,7,4,2,0,38,45,234699,9,0,0,60
3,15,2,11,0,4,1,38,40,187376,10,0,0,60
6,9,2,9,5,4,0,38,41,75409,13,0,0,40
3,9,2,3,0,4,1,38,46,172581,13,0,1902,50
3,11,2,13,0,4,1,38,59,46466,9,0,0,40
1,12,2,9,0,4,1,38,47,114459,14,7688,0,45
7,11,2,14,0,4,1,1,47,109832,9,5178,0,30
3,11,2,6,0,4,1,38,45,195554,9,0,0,45
4,11,2,11,0,4,1,38,45,271901,9,0,0,32
0,11,2,0,0,4,1,38,37,289653,9,0,0,50
4,11,2,3,0,2,1,38,62,118725,9,20051,0,72
4,12,2,3,5,4,0,38,46,116338,14,0,0,50
3,12,2,12,0,4,1,38,46,102771,14,0,1977,40
3,11,0,0,4,4,0,38,51,89652,9,4787,0,24
5,11,0,2,1,4,1,38,60,25825,9,0,0,50
3,11,4,12,1,4,0,38,37,125550,9,14084,0,35
3,11,4,11,1,4,1,38,42,258589,9,0,0,60
1,15,4,10,1,4,1,38,27,92431,10,0,2231,40
4,11,2,11,0,4,1,38,66,253741,9,0,1825,10
4,15,2,11,0,4,1,38,84,172907,10,0,0,35
5,8,2,4,0,4,1,38,45,54098,11,0,0,50
4,9,2,3,0,4,1,38,53,96062,13,0,1902,48
0,15,2,12,0,4,1,38,27,276776,10,0,0,40
3,8,2,2,0,4,1,38,31,34503,11,0,0,40
3,12,2,9,0,1,1,18,54,225599,14,7298,0,40
3,11,2,2,0,4,1,38,43,456236,9,0,0,40
3,15,2,6,0,4,1,38,40,136986,10,0,0,50
3,11,2,3,0,4,1,38,29,200928,9,0,0,40
3,9,2,3,0,1,1,39,35,200117,13,0,1887,50
5,15,5,2,1,4,1,38,39,29874,10,0,0,60
3,1,2,11,0,4,1,38,51,29580,7,4386,0,30
3,11,2,2,0,4,1,38,36,20507,9,7688,0,50
3,11,2,2,0,4,1,38,49,247294,9,0,0,45
6,10,2,3,0,4,1,38,63,194682,16,0,1902,50
5,11,2,3,0,4,1,38,50,312477,9,0,1887,40
0,12,2,11,0,4,1,38,45,171335,14,0,0,50
0,11,2,12,0,4,1,38,29,155970,9,0,0,40
3,15,2,11,5,4,0,1,52,99682,10,0,0,52
7,12,2,14,0,4,1,38,59,188070,14,0,0,35
3,9,2,3,0,4,1,38,50,189811,13,0,0,40
5,11,0,4,1,4,1,38,37,32239,9,27828,0,40
3,9,2,12,0,4,1,38,28,84547,13,0,0,40
4,15,0,11,1,4,1,4,53,251675,10,8614,0,50
3,9,2,11,0,4,1,38,41,134130,13,0,0,50
5,15,2,2,0,4,1,38,28,209205,10,7298,0,40
3,9,2,3,0,4,1,38,44,145441,13,7298,0,48
3,14,4,12,1,1,1,18,34,98283,15,0,1564,40
3,11,2,5,0,2,1,38,45,186272,9,7298,0,40
3,11,2,13,0,4,1,38,49,129513,9,0,0,50
3,10,2,9,0,4,1,38,47,114459,16,0,0,50
3,9,2,9,0,4,1,38,41,384508,13,0,0,40
0,12,2,9,0,4,1,38,36,403489,14,0,0,45
3,9,2,9,0,4,1,38,52,143953,13,0,1902,40
0,11,4,0,1,4,1,38,38,205852,9,0,0,45
6,9,2,9,0,4,1,38,39,122353,13,0,0,45
1,9,2,2,0,4,1,38,47,173938,13,0,0,50
0,15,2,3,0,4,1,38,61,160155,10,0,0,40
3,11,2,13,0,4,1,38,46,247043,9,0,0,40
0,11,2,0,0,4,1,38,56,155238,9,0,0,40
0,10,2,9,0,4,1,38,47,102771,16,0,0,40
3,5,2,13,0,4,1,38,44,173888,4,0,0,80
3,11,2,2,0,4,1,38,52,259363,9,0,0,50
3,11,2,2,0,4,1,38,49,278322,9,0,0,40
3,9,2,9,5,1,0,35,42,157443,13,0,0,27
5,11,2,4,0,4,1,38,44,37618,9,0,0,40
1,15,2,2,0,4,1,38,56,238582,10,0,0,41
6,11,2,6,0,4,1,38,37,28887,9,0,0,40
3,9,2,3,0,4,1,38,37,77820,13,0,0,45
1,9,2,9,0,4,1,38,34,230420,13,0,0,40
